-0.349237,-4.54897,1.52317,1.5,-0.00872815
-0.346757,-4.50404,1.52095,1.5,-0.00872815
-0.341523,-4.41419,1.51667,1.5,-1.5e-06
-0.337215,-4.33931,1.51571,1.5,-1.5e-06
-0.333883,-4.27941,1.51567,1.5,-1.5e-06
-0.329743,-4.20452,1.51566,1.5,-1.5e-06
-0.325609,-4.12963,1.51566,1.5,-1.5e-06
-0.321476,-4.05475,1.51566,1.5,0.00872515
-0.317467,-3.97986,1.51672,1.5,-1.5e-06
-0.315101,-3.93492,1.51704,1.5,-1.5e-06
-0.310292,-3.84505,1.51709,1.5,-1.5e-06
-0.306474,-3.77014,1.51842,1.5,-1.5e-06
-0.302573,-3.69525,1.51837,1.5,-0.00872815
-0.298196,-3.62037,1.51521,1.5,-1.5e-06
-0.293598,-3.54552,1.51296,1.5,-1.5e-06
-0.289127,-3.47065,1.51213,1.5,-0.0174548
-0.284233,-3.39581,1.50889,1.5,-0.00872815
-0.278995,-3.32099,1.50525,1.5,-0.00872815
-0.273495,-3.24619,1.50178,1.5,-0.00872815
-0.270054,-3.20133,1.49955,1.5,-1.5e-06
-0.263373,-3.11157,1.49857,1.5,-1.5e-06
-0.259023,-3.05173,1.49855,1.5,-1.5e-06
-0.254687,-2.99189,1.49855,1.5,-1.5e-06
-0.249284,-2.91708,1.49868,1.5,0.00872515
-0.244332,-2.84225,1.50185,1.5,0.00872515
-0.239734,-2.76739,1.5053,1.5,-1.5e-06
-0.235364,-2.69252,1.50826,1.5,-0.00872815
-0.230712,-2.61766,1.50782,1.5,-1.5e-06
-0.226654,-2.5578,1.50592,1.5,-0.00872815
-0.221476,-2.48298,1.50376,1.5,-0.0174548
-0.2172,-2.42313,1.5022,1.5,-0.0174548
-0.211535,-2.34834,1.49891,1.5,-0.0174548
-0.205546,-2.27358,1.49527,1.5,-0.00872815
-0.198008,-2.1839,1.49099,1.5,-0.00872815
-0.191439,-2.10919,1.48751,1.5,-1.5e-06
-0.186122,-2.04942,1.48585,1.5,-3e-06
-0.17969,-1.9747,1.48572,1.5,0.00872515
-0.17465,-1.91491,1.4864,1.5,0.00872515
-0.168812,-1.84014,1.48963,1.5,-1.5e-06
-0.163326,-1.76534,1.49326,1.5,0.00872515
-0.159133,-1.70549,1.49612,1.5,-0.00872815
-0.153445,-1.6307,1.49454,1.5,-0.00872815
-0.147185,-1.55597,1.49098,1.5,-0.00872815
-0.141954,-1.49619,1.48813,1.5,-0.00872815
-0.135174,-1.4215,1.48466,1.5,-0.00872815
-0.129551,-1.36177,1.4818,1.5,-0.00872815
-0.120797,-1.27219,1.47752,1.5,-1.5e-06
-0.113271,-1.19757,1.47457,1.5,-1.5e-06
-0.105961,-1.12293,1.47431,1.5,-1.5e-06
-0.0987327,-1.04828,1.47443,1.5,-1.5e-06
-0.093265,-0.988528,1.47668,1.5,0.0174503
-0.0864791,-0.913835,1.47832,1.5,0.0174503
-0.0788667,-0.824158,1.48248,1.5,-1.5e-06
-0.0726196,-0.749419,1.4842,1.5,-1.5e-06
-0.0661788,-0.674696,1.48427,1.5,-0.00872815
-0.0595813,-0.599987,1.48322,1.5,-0.00872815
-0.0526964,-0.525303,1.48094,1.5,-1.5e-06
-0.04574,-0.450627,1.4799,1.5,-0.00872815
-0.0399503,-0.390907,1.47748,1.5,-0.00872815
-0.0308494,-0.301368,1.47338,1.5,-1.5e-06
-0.0233984,-0.226739,1.4729,1.5,-3e-06
-0.016046,-0.152101,1.47287,1.5,-3e-06
-0.00870973,-0.0774602,1.47287,1.5,-3e-06
-0.00301037,-0.0177316,1.4741,1.5,-3e-06
0.0041608,0.0569248,1.47442,1.5,0.0174503
0.0122313,0.146562,1.47821,1.5,-3e-06
